GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2009 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2009 inflation-adjusted dollars)
0500000US11001,11001,"District of Columbia, District of Columbia",56519,913
1400000US11001000100,11001000100,"Census Tract 1, District of Columbia, District of Columbia",122455,24875
1400000US11001000201,11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",119722,53241
1400000US11001000202,11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",119688,16420
1400000US11001000300,11001000300,"Census Tract 3, District of Columbia, District of Columbia",91804,16535
1400000US11001000400,11001000400,"Census Tract 4, District of Columbia, District of Columbia",176494,23490
1400000US11001000501,11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",92109,8410
1400000US11001000502,11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",94598,15981
1400000US11001000600,11001000600,"Census Tract 6, District of Columbia, District of Columbia",110000,21628
1400000US11001000701,11001000701,"Census Tract 7.01, District of Columbia, District of Columbia",77019,8357
1400000US11001000702,11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",56875,12178
1400000US11001000801,11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",114098,8494
1400000US11001000802,11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",109698,25006
1400000US11001000901,11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",209931,48190
1400000US11001000902,11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",162548,8078
1400000US11001001001,11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",136121,11090
1400000US11001001002,11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",84310,18269
1400000US11001001100,11001001100,"Census Tract 11, District of Columbia, District of Columbia",154340,20817
1400000US11001001200,11001001200,"Census Tract 12, District of Columbia, District of Columbia",110625,30921
1400000US11001001301,11001001301,"Census Tract 13.01, District of Columbia, District of Columbia",101366,12630
1400000US11001001302,11001001302,"Census Tract 13.02, District of Columbia, District of Columbia",79223,6492
1400000US11001001401,11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",103529,23322
1400000US11001001402,11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",88194,33141
1400000US11001001500,11001001500,"Census Tract 15, District of Columbia, District of Columbia",180536,26164
1400000US11001001600,11001001600,"Census Tract 16, District of Columbia, District of Columbia",137434,15413
1400000US11001001701,11001001701,"Census Tract 17.01, District of Columbia, District of Columbia",60227,17392
1400000US11001001702,11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",86979,13916
1400000US11001001801,11001001801,"Census Tract 18.01, District of Columbia, District of Columbia",-,**
1400000US11001001803,11001001803,"Census Tract 18.03, District of Columbia, District of Columbia",38821,6117
1400000US11001001804,11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",35168,5556
1400000US11001001901,11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",52031,24477
1400000US11001001902,11001001902,"Census Tract 19.02, District of Columbia, District of Columbia",63191,29686
1400000US11001002001,11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",38682,14729
1400000US11001002002,11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",73500,23383
1400000US11001002101,11001002101,"Census Tract 21.01, District of Columbia, District of Columbia",44792,7561
1400000US11001002102,11001002102,"Census Tract 21.02, District of Columbia, District of Columbia",48875,13580
1400000US11001002201,11001002201,"Census Tract 22.01, District of Columbia, District of Columbia",68382,12671
1400000US11001002202,11001002202,"Census Tract 22.02, District of Columbia, District of Columbia",40253,8974
1400000US11001002301,11001002301,"Census Tract 23.01, District of Columbia, District of Columbia",74700,18928
1400000US11001002302,11001002302,"Census Tract 23.02, District of Columbia, District of Columbia",73826,22902
1400000US11001002400,11001002400,"Census Tract 24, District of Columbia, District of Columbia",55486,13033
1400000US11001002501,11001002501,"Census Tract 25.01, District of Columbia, District of Columbia",51750,18086
1400000US11001002502,11001002502,"Census Tract 25.02, District of Columbia, District of Columbia",43971,11040
1400000US11001002600,11001002600,"Census Tract 26, District of Columbia, District of Columbia",140938,24975
1400000US11001002701,11001002701,"Census Tract 27.01, District of Columbia, District of Columbia",57985,8550
1400000US11001002702,11001002702,"Census Tract 27.02, District of Columbia, District of Columbia",95488,14429
1400000US11001002801,11001002801,"Census Tract 28.01, District of Columbia, District of Columbia",41458,9578
1400000US11001002802,11001002802,"Census Tract 28.02, District of Columbia, District of Columbia",39424,4823
1400000US11001002900,11001002900,"Census Tract 29, District of Columbia, District of Columbia",52857,10961
1400000US11001003000,11001003000,"Census Tract 30, District of Columbia, District of Columbia",43167,7467
1400000US11001003100,11001003100,"Census Tract 31, District of Columbia, District of Columbia",53007,16165
1400000US11001003200,11001003200,"Census Tract 32, District of Columbia, District of Columbia",48011,17170
1400000US11001003301,11001003301,"Census Tract 33.01, District of Columbia, District of Columbia",80873,7427
1400000US11001003302,11001003302,"Census Tract 33.02, District of Columbia, District of Columbia",79500,12842
1400000US11001003400,11001003400,"Census Tract 34, District of Columbia, District of Columbia",25466,7725
1400000US11001003500,11001003500,"Census Tract 35, District of Columbia, District of Columbia",32227,16459
1400000US11001003600,11001003600,"Census Tract 36, District of Columbia, District of Columbia",41016,8144
1400000US11001003700,11001003700,"Census Tract 37, District of Columbia, District of Columbia",40066,5525
1400000US11001003800,11001003800,"Census Tract 38, District of Columbia, District of Columbia",72536,14012
1400000US11001003900,11001003900,"Census Tract 39, District of Columbia, District of Columbia",72825,6497
1400000US11001004001,11001004001,"Census Tract 40.01, District of Columbia, District of Columbia",101288,11321
1400000US11001004002,11001004002,"Census Tract 40.02, District of Columbia, District of Columbia",86818,17725
1400000US11001004100,11001004100,"Census Tract 41, District of Columbia, District of Columbia",91190,16707
1400000US11001004201,11001004201,"Census Tract 42.01, District of Columbia, District of Columbia",90735,13037
1400000US11001004202,11001004202,"Census Tract 42.02, District of Columbia, District of Columbia",88679,9890
1400000US11001004300,11001004300,"Census Tract 43, District of Columbia, District of Columbia",53583,18824
1400000US11001004400,11001004400,"Census Tract 44, District of Columbia, District of Columbia",97841,11437
1400000US11001004600,11001004600,"Census Tract 46, District of Columbia, District of Columbia",51319,14099
1400000US11001004700,11001004700,"Census Tract 47, District of Columbia, District of Columbia",15244,4639
1400000US11001004801,11001004801,"Census Tract 48.01, District of Columbia, District of Columbia",73814,23714
1400000US11001004802,11001004802,"Census Tract 48.02, District of Columbia, District of Columbia",39796,2652
1400000US11001004901,11001004901,"Census Tract 49.01, District of Columbia, District of Columbia",49063,16262
1400000US11001004902,11001004902,"Census Tract 49.02, District of Columbia, District of Columbia",66422,19011
1400000US11001005000,11001005000,"Census Tract 50, District of Columbia, District of Columbia",74282,12937
1400000US11001005100,11001005100,"Census Tract 51, District of Columbia, District of Columbia",53210,5122
1400000US11001005201,11001005201,"Census Tract 52.01, District of Columbia, District of Columbia",62854,6176
1400000US11001005202,11001005202,"Census Tract 52.02, District of Columbia, District of Columbia",39000,14258
1400000US11001005301,11001005301,"Census Tract 53.01, District of Columbia, District of Columbia",85355,11408
1400000US11001005302,11001005302,"Census Tract 53.02, District of Columbia, District of Columbia",109545,40673
1400000US11001005401,11001005401,"Census Tract 54.01, District of Columbia, District of Columbia",52000,9080
1400000US11001005402,11001005402,"Census Tract 54.02, District of Columbia, District of Columbia",-,**
1400000US11001005500,11001005500,"Census Tract 55, District of Columbia, District of Columbia",88458,10325
1400000US11001005600,11001005600,"Census Tract 56, District of Columbia, District of Columbia",69929,9385
1400000US11001005701,11001005701,"Census Tract 57.01, District of Columbia, District of Columbia",13594,15102
1400000US11001005702,11001005702,"Census Tract 57.02, District of Columbia, District of Columbia",-,**
1400000US11001005800,11001005800,"Census Tract 58, District of Columbia, District of Columbia",107208,21326
1400000US11001005900,11001005900,"Census Tract 59, District of Columbia, District of Columbia",52130,12272
1400000US11001006001,11001006001,"Census Tract 60.01, District of Columbia, District of Columbia",62834,8985
1400000US11001006002,11001006002,"Census Tract 60.02, District of Columbia, District of Columbia",5859,2033
1400000US11001006100,11001006100,"Census Tract 61, District of Columbia, District of Columbia",71431,7000
1400000US11001006201,11001006201,"Census Tract 62.01, District of Columbia, District of Columbia",97292,44723
1400000US11001006202,11001006202,"Census Tract 62.02, District of Columbia, District of Columbia",-,**
1400000US11001006301,11001006301,"Census Tract 63.01, District of Columbia, District of Columbia",71209,10395
1400000US11001006302,11001006302,"Census Tract 63.02, District of Columbia, District of Columbia",-,**
1400000US11001006400,11001006400,"Census Tract 64, District of Columbia, District of Columbia",18774,4632
1400000US11001006500,11001006500,"Census Tract 65, District of Columbia, District of Columbia",117083,16164
1400000US11001006600,11001006600,"Census Tract 66, District of Columbia, District of Columbia",91141,18854
1400000US11001006700,11001006700,"Census Tract 67, District of Columbia, District of Columbia",135573,10309
1400000US11001006801,11001006801,"Census Tract 68.01, District of Columbia, District of Columbia",64769,34120
1400000US11001006802,11001006802,"Census Tract 68.02, District of Columbia, District of Columbia",72885,23840
1400000US11001006804,11001006804,"Census Tract 68.04, District of Columbia, District of Columbia",-,**
1400000US11001006900,11001006900,"Census Tract 69, District of Columbia, District of Columbia",110865,22707
1400000US11001007000,11001007000,"Census Tract 70, District of Columbia, District of Columbia",87314,7559
1400000US11001007100,11001007100,"Census Tract 71, District of Columbia, District of Columbia",29063,10296
1400000US11001007200,11001007200,"Census Tract 72, District of Columbia, District of Columbia",33911,9022
1400000US11001007301,11001007301,"Census Tract 73.01, District of Columbia, District of Columbia",68333,12486
1400000US11001007302,11001007302,"Census Tract 73.02, District of Columbia, District of Columbia",30663,9280
1400000US11001007304,11001007304,"Census Tract 73.04, District of Columbia, District of Columbia",36467,9245
1400000US11001007308,11001007308,"Census Tract 73.08, District of Columbia, District of Columbia",-,**
1400000US11001007401,11001007401,"Census Tract 74.01, District of Columbia, District of Columbia",18472,6996
1400000US11001007403,11001007403,"Census Tract 74.03, District of Columbia, District of Columbia",29912,7081
1400000US11001007404,11001007404,"Census Tract 74.04, District of Columbia, District of Columbia",29595,8421
1400000US11001007406,11001007406,"Census Tract 74.06, District of Columbia, District of Columbia",28403,8007
1400000US11001007407,11001007407,"Census Tract 74.07, District of Columbia, District of Columbia",36810,12923
1400000US11001007408,11001007408,"Census Tract 74.08, District of Columbia, District of Columbia",17956,3073
1400000US11001007409,11001007409,"Census Tract 74.09, District of Columbia, District of Columbia",30476,11027
1400000US11001007502,11001007502,"Census Tract 75.02, District of Columbia, District of Columbia",34583,5660
1400000US11001007503,11001007503,"Census Tract 75.03, District of Columbia, District of Columbia",34496,5890
1400000US11001007504,11001007504,"Census Tract 75.04, District of Columbia, District of Columbia",18545,11386
1400000US11001007601,11001007601,"Census Tract 76.01, District of Columbia, District of Columbia",31949,4859
1400000US11001007603,11001007603,"Census Tract 76.03, District of Columbia, District of Columbia",48246,6127
1400000US11001007604,11001007604,"Census Tract 76.04, District of Columbia, District of Columbia",44087,10066
1400000US11001007605,11001007605,"Census Tract 76.05, District of Columbia, District of Columbia",40186,8361
1400000US11001007703,11001007703,"Census Tract 77.03, District of Columbia, District of Columbia",33973,9002
1400000US11001007707,11001007707,"Census Tract 77.07, District of Columbia, District of Columbia",30708,11613
1400000US11001007708,11001007708,"Census Tract 77.08, District of Columbia, District of Columbia",33908,4326
1400000US11001007709,11001007709,"Census Tract 77.09, District of Columbia, District of Columbia",35357,11511
1400000US11001007803,11001007803,"Census Tract 78.03, District of Columbia, District of Columbia",23099,5925
1400000US11001007804,11001007804,"Census Tract 78.04, District of Columbia, District of Columbia",17500,5235
1400000US11001007806,11001007806,"Census Tract 78.06, District of Columbia, District of Columbia",39639,7001
1400000US11001007807,11001007807,"Census Tract 78.07, District of Columbia, District of Columbia",30345,7439
1400000US11001007808,11001007808,"Census Tract 78.08, District of Columbia, District of Columbia",26688,6033
1400000US11001007809,11001007809,"Census Tract 78.09, District of Columbia, District of Columbia",27969,13542
1400000US11001007901,11001007901,"Census Tract 79.01, District of Columbia, District of Columbia",40614,15495
1400000US11001007903,11001007903,"Census Tract 79.03, District of Columbia, District of Columbia",44360,5985
1400000US11001008001,11001008001,"Census Tract 80.01, District of Columbia, District of Columbia",89234,11332
