GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2017 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2017 inflation-adjusted dollars)
0500000US11001,11001,"District of Columbia, District of Columbia",77649,1075
1400000US11001000100,11001000100,"Census Tract 1, District of Columbia, District of Columbia",168477,18266
1400000US11001000201,11001000201,"Census Tract 2.01, District of Columbia, District of Columbia",-,**
1400000US11001000202,11001000202,"Census Tract 2.02, District of Columbia, District of Columbia",162981,34754
1400000US11001000300,11001000300,"Census Tract 3, District of Columbia, District of Columbia",133008,16653
1400000US11001000400,11001000400,"Census Tract 4, District of Columbia, District of Columbia",143229,43708
1400000US11001000501,11001000501,"Census Tract 5.01, District of Columbia, District of Columbia",109081,11144
1400000US11001000502,11001000502,"Census Tract 5.02, District of Columbia, District of Columbia",129779,13138
1400000US11001000600,11001000600,"Census Tract 6, District of Columbia, District of Columbia",221103,33712
1400000US11001000701,11001000701,"Census Tract 7.01, District of Columbia, District of Columbia",89889,12454
1400000US11001000702,11001000702,"Census Tract 7.02, District of Columbia, District of Columbia",71671,5618
1400000US11001000801,11001000801,"Census Tract 8.01, District of Columbia, District of Columbia",148456,42354
1400000US11001000802,11001000802,"Census Tract 8.02, District of Columbia, District of Columbia",99808,32972
1400000US11001000901,11001000901,"Census Tract 9.01, District of Columbia, District of Columbia",242208,33254
1400000US11001000902,11001000902,"Census Tract 9.02, District of Columbia, District of Columbia",205469,24242
1400000US11001001001,11001001001,"Census Tract 10.01, District of Columbia, District of Columbia",164180,13970
1400000US11001001002,11001001002,"Census Tract 10.02, District of Columbia, District of Columbia",99167,23614
1400000US11001001100,11001001100,"Census Tract 11, District of Columbia, District of Columbia",154156,28149
1400000US11001001200,11001001200,"Census Tract 12, District of Columbia, District of Columbia",125179,28114
1400000US11001001301,11001001301,"Census Tract 13.01, District of Columbia, District of Columbia",134282,7593
1400000US11001001302,11001001302,"Census Tract 13.02, District of Columbia, District of Columbia",113300,14022
1400000US11001001401,11001001401,"Census Tract 14.01, District of Columbia, District of Columbia",120526,23602
1400000US11001001402,11001001402,"Census Tract 14.02, District of Columbia, District of Columbia",111361,21117
1400000US11001001500,11001001500,"Census Tract 15, District of Columbia, District of Columbia",205159,37604
1400000US11001001600,11001001600,"Census Tract 16, District of Columbia, District of Columbia",169250,15741
1400000US11001001702,11001001702,"Census Tract 17.02, District of Columbia, District of Columbia",91711,22150
1400000US11001001803,11001001803,"Census Tract 18.03, District of Columbia, District of Columbia",51182,9169
1400000US11001001804,11001001804,"Census Tract 18.04, District of Columbia, District of Columbia",42579,10230
1400000US11001001901,11001001901,"Census Tract 19.01, District of Columbia, District of Columbia",82963,14411
1400000US11001001902,11001001902,"Census Tract 19.02, District of Columbia, District of Columbia",89583,10073
1400000US11001002001,11001002001,"Census Tract 20.01, District of Columbia, District of Columbia",63060,4698
1400000US11001002002,11001002002,"Census Tract 20.02, District of Columbia, District of Columbia",87256,9157
