offense_text,LONGITUDE,LATITUDE
assault w/dangerous weapon,-76.98337157,38.9205081
robbery,-76.98646535,38.9029062
assault w/dangerous weapon,-76.99239894,38.82919992
assault w/dangerous weapon,-77.0169237,38.90132029
assault w/dangerous weapon,-77.01141996,38.8720257
assault w/dangerous weapon,-76.92690496,38.89488469
assault w/dangerous weapon,-76.97900105,38.92075062
robbery,-76.92924181,38.88649933
assault w/dangerous weapon,-76.98174082,38.8491975
robbery,-76.99951622,38.84112736
robbery,-77.0229454,38.9133454
robbery,-77.00641378,38.94561524
robbery,-76.92170569,38.88477392
robbery,-76.95277547,38.89021366
assault w/dangerous weapon,-76.9681476,38.84837481
robbery,-77.02191828,38.91038186
assault w/dangerous weapon,-76.99239894,38.82919992
homicide,-76.97622869,38.90052636
robbery,-76.94142038,38.89188408
robbery,-77.03739055,38.9307998
robbery,-76.96646462,38.85066248
robbery,-77.02683901,38.96494408
robbery,-76.9987887,38.94970517
assault w/dangerous weapon,-77.00634503,38.82126353
assault w/dangerous weapon,-77.02191752,38.90790456
assault w/dangerous weapon,-76.98843313,38.85417101
robbery,-77.01294412,38.95228984
robbery,-76.97818608,38.87073602
assault w/dangerous weapon,-77.10344681,38.92682337
robbery,-76.96010768,38.92915045
assault w/dangerous weapon,-76.96924053,38.85174426
robbery,-77.02346499,38.91557036
robbery,-77.00675994,38.94660614
robbery,-76.95303817,38.85885553
assault w/dangerous weapon,-76.99266468,38.93294953
assault w/dangerous weapon,-77.01424453,38.87840334
assault w/dangerous weapon,-76.99953933,38.82920016
assault w/dangerous weapon,-77.00681795,38.95009234
robbery,-77.02271865,38.92546165
robbery,-76.97980137,38.90436459
assault w/dangerous weapon,-76.9337596,38.89934792
assault w/dangerous weapon,-76.9847341,38.91202243
assault w/dangerous weapon,-76.98558572,38.9199769
robbery,-77.0184847,38.91930971
assault w/dangerous weapon,-76.97944344,38.90620223
robbery,-77.02652116,38.91699302
robbery,-76.99987329,38.84467669
robbery,-77.02625373,38.97361014
assault w/dangerous weapon,-77.01803433,38.96235139
homicide,-77.00057658,38.9207525
assault w/dangerous weapon,-76.96569165,38.85299544
robbery,-77.02823237,38.95780921
robbery,-77.02904384,38.91062353
robbery,-77.02574008,38.92537094
homicide,-76.97899381,38.90618413
robbery,-76.96709872,38.87460704
robbery,-77.04015349,38.92188065
assault w/dangerous weapon,-77.00057583,38.82802906
sex abuse,-77.01064814,38.87379142
robbery,-76.98636897,38.86427824
assault w/dangerous weapon,-76.94307528,38.88367826
robbery,-76.97688507,38.90278759
robbery,-76.94089846,38.89576642
assault w/dangerous weapon,-76.99756889,38.86076572
assault w/dangerous weapon,-77.02599163,38.98271751
homicide,-76.97057574,38.85456424
robbery,-76.98798666,38.83728914
assault w/dangerous weapon,-77.0229463,38.91613799
assault w/dangerous weapon,-76.97092886,38.92102815
assault w/dangerous weapon,-77.03180985,38.93384626
assault w/dangerous weapon,-76.96028208,38.8852078
robbery,-76.94089391,38.90125251
robbery,-76.93612463,38.8973764
robbery,-77.01218563,38.90191543
robbery,-76.97327758,38.9001834
assault w/dangerous weapon,-77.05012553,38.90133778
robbery,-76.9218902,38.89521475
robbery,-76.93600813,38.91159152
assault w/dangerous weapon,-76.99819149,38.84410914
assault w/dangerous weapon,-76.97546357,38.84586323
assault w/dangerous weapon,-76.97136032,38.85165472
assault w/dangerous weapon,-76.97327758,38.9001834
assault w/dangerous weapon,-76.99732602,38.88513344
robbery,-77.03554659,38.9103785
homicide,-76.98887346,38.91177067
robbery,-77.0128402,38.95175836
robbery,-76.98544051,38.84049586
robbery,-76.98573567,38.86211614
robbery,-76.98231603,38.85239558
robbery,-76.98231603,38.85239558
robbery,-76.98843313,38.85417101
assault w/dangerous weapon,-76.99679771,38.84326232
robbery,-76.93057966,38.88564434
robbery,-76.97903195,38.85487236
robbery,-77.04419693,38.93372513
assault w/dangerous weapon,-77.01465094,38.94932591
robbery,-76.97520165,38.90347188
assault w/dangerous weapon,-77.06283358,38.90559259
assault w/dangerous weapon,-76.98475532,38.8667013
assault w/dangerous weapon,-77.03476052,38.92985474
assault w/dangerous weapon,-77.02140506,38.92911026
robbery,-76.96675304,38.84977073
homicide,-76.99239894,38.82919992
assault w/dangerous weapon,-77.00589719,38.83649687
assault w/dangerous weapon,-76.95179813,38.88662793
robbery,-76.98817157,38.90304151
assault w/dangerous weapon,-77.02397753,38.89670677
robbery,-76.98201546,38.90220295
robbery,-77.0274083,38.94505369
robbery,-77.00807259,38.92523837
robbery,-76.98735377,38.89890659
assault w/dangerous weapon,-77.0082579,38.83246994
robbery,-76.95448444,38.88546692
robbery,-76.93488341,38.89323187
assault w/dangerous weapon,-76.91834768,38.89835625
assault w/dangerous weapon,-76.97277962,38.84565544
robbery,-76.95358784,38.86403559
robbery,-76.97900013,38.8847172
assault w/dangerous weapon,-76.93080352,38.88061779
robbery,-76.99557309,38.90132143
homicide,-77.02437966,38.92649727
assault w/dangerous weapon,-76.94777692,38.90049008
robbery,-77.0470264,38.9218871
assault w/dangerous weapon,-77.0334343,38.95460991
assault w/dangerous weapon,-76.92983228,38.88380618
robbery,-77.0209101,38.89303195
assault w/dangerous weapon,-77.02426994,38.94297347
homicide,-76.97418784,38.90148982
robbery,-76.94115013,38.88413673
robbery,-76.93675919,38.89677319
robbery,-77.0166737,38.91682368
robbery,-76.97611112,38.87292466
robbery,-76.95181992,38.88850168
assault w/dangerous weapon,-76.97203523,38.86388832
assault w/dangerous weapon,-76.99953933,38.82920016
assault w/dangerous weapon,-76.99584843,38.92446386
robbery,-77.01834296,38.95105498
assault w/dangerous weapon,-77.02712963,38.94027036
sex abuse,-76.96646462,38.85066248
assault w/dangerous weapon,-76.97863888,38.93643402
assault w/dangerous weapon,-76.92466025,38.90283765
robbery,-76.94720947,38.90396705
robbery,-76.97203523,38.86388832
robbery,-77.01433305,38.97483733
homicide,-76.93457922,38.88341644
robbery,-76.95061418,38.86530455
robbery,-77.02298661,38.93388436
assault w/dangerous weapon,-76.95552118,38.88639519
robbery,-76.99789191,38.84700085
robbery,-76.97470152,38.85084473
robbery,-77.03078761,38.91699197
assault w/dangerous weapon,-77.03310837,38.9235494
robbery,-76.9705258,38.91969481
robbery,-76.97219576,38.89548079
assault w/dangerous weapon,-77.00208452,38.82869567
assault w/dangerous weapon,-76.93724329,38.90994367
robbery,-77.02704068,38.91864143
robbery,-77.0201097,38.91606644
robbery,-77.01215371,38.91755391
homicide,-76.92513082,38.89386562
robbery,-77.00131387,38.88126887
assault w/dangerous weapon,-76.98447159,38.89968997
robbery,-77.02970794,38.92718067
assault w/dangerous weapon,-76.97891999,38.84388204
assault w/dangerous weapon,-77.03851798,38.90424288
robbery,-76.94720947,38.90396705
assault w/dangerous weapon,-77.01161803,38.95609146
robbery,-76.97623152,38.92664153
robbery,-76.9873373,38.86178301
robbery,-77.00277605,38.84223537
robbery,-77.02397197,38.91445322
assault w/dangerous weapon,-77.0281408,38.95967394
robbery,-77.00905302,38.90764277
robbery,-77.0334353,38.95674486
homicide,-77.03838983,38.92317844
assault w/dangerous weapon,-77.02887563,38.95080062
assault w/dangerous weapon,-77.06195476,38.90258427
assault w/dangerous weapon,-76.99034527,38.85641428
homicide,-76.97277962,38.84565544
robbery,-77.0413065,38.92161
robbery,-76.99961998,38.82334466
robbery,-76.91435406,38.89288531
robbery,-76.96995736,38.84566375
robbery,-77.02496913,38.89733715
robbery,-76.98647682,38.84240578
assault w/dangerous weapon,-76.93726164,38.88908932
homicide,-76.92532643,38.88319082
assault w/dangerous weapon,-77.01621285,38.91850831
assault w/dangerous weapon,-77.00442795,38.91809496
assault w/dangerous weapon,-77.00028789,38.82203843
assault w/dangerous weapon,-77.01803729,38.97404409
assault w/dangerous weapon,-76.96658094,38.8482933
robbery,-77.02295057,38.89359008
assault w/dangerous weapon,-76.97386722,38.89553522
robbery,-77.00323848,38.87927798
robbery,-76.9903246,38.92395006
assault w/dangerous weapon,-77.01803729,38.97404409
assault w/dangerous weapon,-76.96658094,38.8482933
robbery,-76.97699005,38.89898608
robbery,-77.01835637,38.91356241
assault w/dangerous weapon,-76.99953932,38.83094781
assault w/dangerous weapon,-76.97398264,38.86352843
assault w/dangerous weapon,-76.95448444,38.88546692
robbery,-77.00358569,38.90845607
robbery,-77.01034854,38.95340712
assault w/dangerous weapon,-76.93552502,38.91031207
robbery,-77.00623831,38.91777058
assault w/dangerous weapon,-77.01986712,38.95591019
homicide,-76.9735434,38.86730286
robbery,-76.98993241,38.84298267
robbery,-76.95281911,38.9066616
robbery,-77.02084634,38.95097349
robbery,-76.98077903,38.87010589
homicide,-76.99024985,38.88026854
robbery,-76.95097563,38.8926722
assault w/dangerous weapon,-77.00426938,38.965956
homicide,-76.99657944,38.83094776
robbery,-77.00355069,38.90011434
robbery,-77.0260008,38.91296641
robbery,-76.99234916,38.86384638
robbery,-76.99204051,38.84181173
assault w/dangerous weapon,-77.01997156,38.95806315
robbery,-76.94933273,38.90121143
robbery,-77.01755835,38.90372542
assault w/dangerous weapon,-77.00471144,38.84568554
robbery,-77.03079883,38.91628031
robbery,-77.02971251,38.93813476
assault w/dangerous weapon,-77.0157005,38.94828082
robbery,-76.92699163,38.88904732
robbery,-76.96404413,38.85313008
assault w/dangerous weapon,-76.98305517,38.84469348
robbery,-77.02838073,38.92474875
robbery,-77.00473825,38.90251052
assault w/dangerous weapon,-76.98847737,38.86555766
assault w/dangerous weapon,-76.9802837,38.86947522
robbery,-76.98269104,38.92121065
assault w/dangerous weapon,-77.00004608,38.84187506
robbery,-76.94947629,38.90246726
robbery,-76.98425206,38.90196004
robbery,-76.99767375,38.82517336
assault w/dangerous weapon,-76.94720947,38.90396705
robbery,-76.95607265,38.88928708
robbery,-76.96253508,38.91870161
assault w/dangerous weapon,-76.99130313,38.93784094
assault w/dangerous weapon,-77.02731382,38.96944809
robbery,-76.99930883,38.84582977
homicide,-76.98196436,38.9219312
homicide,-76.92628318,38.90537003
robbery,-77.02938916,38.93720699
homicide,-76.93562988,38.88354828
assault w/dangerous weapon,-77.0156789,38.90251857
robbery,-76.97495973,38.87010479
assault w/dangerous weapon,-76.93289264,38.87733995
robbery,-76.95181992,38.88850168
robbery,-76.99160385,38.83288432
robbery,-76.95448444,38.88546692
robbery,-76.93005542,38.89132831
assault w/dangerous weapon,-76.98520456,38.92298563
robbery,-76.98457748,38.88979879
assault w/dangerous weapon,-76.92532643,38.88319082
assault w/dangerous weapon,-76.93749797,38.88245928
robbery,-77.01016873,38.82519095
robbery,-76.99732037,38.88199816
assault w/dangerous weapon,-77.01562391,38.96727925
homicide,-77.00482593,38.83514565
robbery,-76.9218902,38.89521475
assault w/dangerous weapon,-76.94765293,38.89665246
assault w/dangerous weapon,-76.92326366,38.88291923
assault w/dangerous weapon,-76.98399684,38.90903156
robbery,-77.03431286,38.93426894
assault w/dangerous weapon,-77.00130143,38.83095681
assault w/dangerous weapon,-76.99447084,38.84364059
assault w/dangerous weapon,-76.92698302,38.88620066
assault w/dangerous weapon,-76.94175442,38.87806538
assault w/dangerous weapon,-76.99672325,38.95981241
robbery,-77.02245327,38.96165699
robbery,-76.99496253,38.89510563
robbery,-76.98305517,38.84469348
assault w/dangerous weapon,-76.95448444,38.88546692
assault w/dangerous weapon,-76.97761048,38.90562536
assault w/dangerous weapon,-77.03409044,38.9274227
assault w/dangerous weapon,-76.99596921,38.82785783
robbery,-76.99005696,38.85845917
robbery,-77.03259154,38.92817081
robbery,-77.04393616,38.9223207
assault w/dangerous weapon,-76.94765293,38.89665246
assault w/dangerous weapon,-77.01803702,38.97297211
assault w/dangerous weapon,-76.98231603,38.85239558
robbery,-76.99723535,38.84528923
assault w/dangerous weapon,-76.9248157,38.88661367
robbery,-76.9890914,38.84379335
robbery,-76.93480881,38.91179805
assault w/dangerous weapon,-76.93198596,38.90967047
robbery,-76.92382955,38.90344067
assault w/dangerous weapon,-76.9709962,38.92557736
robbery,-76.98221272,38.89711325
homicide,-77.00839219,38.89719538
robbery,-76.98459147,38.87839418
robbery,-76.91367452,38.89242539
robbery,-76.97621535,38.90594938
assault w/dangerous weapon,-76.93726164,38.88908932
assault w/dangerous weapon,-76.92369163,38.8922612
assault w/dangerous weapon,-77.00208452,38.82869567
assault w/dangerous weapon,-76.92969755,38.89187761
robbery,-77.0229454,38.9133454
robbery,-76.9842913,38.8808174
homicide,-76.99358425,38.8393345
homicide,-76.99951596,38.87888165
robbery,-76.9822155,38.88594287
robbery,-76.9673089,38.91892825
robbery,-77.02092361,38.89980623
robbery,-76.98521336,38.88057429
assault w/dangerous weapon,-77.03111509,38.92757667
assault w/dangerous weapon,-77.01362441,38.82960475
assault w/dangerous weapon,-76.97989226,38.86822298
homicide,-76.92901929,38.8784547
homicide,-76.94856531,38.86233089
assault w/dangerous weapon,-76.97264837,38.85748348
assault w/dangerous weapon,-76.97924418,38.87780781
robbery,-77.0226493,38.92497521
robbery,-77.02183142,38.92793009
assault w/dangerous weapon,-77.02090156,38.90322941
assault w/dangerous weapon,-77.01218083,38.87380028
assault w/dangerous weapon,-76.98280827,38.86543985
robbery,-76.93005646,38.89026532
robbery,-77.00329966,38.95606497
assault w/dangerous weapon,-76.92120931,38.88547624
assault w/dangerous weapon,-77.03325353,38.91335193
robbery,-76.9674457,38.92236947
robbery,-76.97207732,38.87411287
robbery,-76.97976354,38.91579617
assault w/dangerous weapon,-76.93785991,38.89035982
robbery,-77.00681795,38.95009234
robbery,-76.92487479,38.88522642
robbery,-76.98636182,38.90169006
robbery,-76.93509203,38.9046636
robbery,-76.94864064,38.90175163
robbery,-77.00869388,38.91333832
assault w/dangerous weapon,-77.00180844,38.84151471
robbery,-76.98457748,38.88979879
robbery,-77.01329504,38.91627461
robbery,-76.94720947,38.90396705
assault w/dangerous weapon,-76.97538314,38.84526865
assault w/dangerous weapon,-77.04714809,38.91408584
robbery,-76.93716389,38.90845725
homicide,-76.97614246,38.84813349
robbery,-76.9997581,38.84324435
robbery,-77.04578085,38.90373579
assault w/dangerous weapon,-77.02885692,38.90456996
assault w/dangerous weapon,-77.03859056,38.93183537
assault w/dangerous weapon,-76.94765293,38.89665246
assault w/dangerous weapon,-77.02316942,38.92857843
robbery,-76.99152683,38.89954656
assault w/dangerous weapon,-76.98475532,38.8667013
robbery,-77.03323006,38.93721497
assault w/dangerous weapon,-77.00208452,38.82869567
robbery,-76.92130511,38.89266499
assault w/dangerous weapon,-77.00277917,38.92235595
robbery,-76.95196786,38.89132136
homicide,-76.98457569,38.89811352
assault w/dangerous weapon,-77.01027235,38.90508655
homicide,-76.93553991,38.88107993
robbery,-76.93448429,38.88852027
assault w/dangerous weapon,-76.97277962,38.84565544
assault w/dangerous weapon,-77.00493875,38.96763151
robbery,-77.04360322,38.92473505
homicide,-76.94738937,38.86324923
robbery,-76.95752565,38.88817058
robbery,-76.99319044,38.86225194
homicide,-76.98365437,38.8941407
assault w/dangerous weapon,-76.98293907,38.89666294
sex abuse,-76.97398264,38.86352843
assault w/dangerous weapon,-76.99596921,38.82785783
assault w/dangerous weapon,-76.99710935,38.8277858
robbery,-76.93375284,38.90663568
assault w/dangerous weapon,-76.96458639,38.85155377
assault w/dangerous weapon,-76.92995226,38.87899577
assault w/dangerous weapon,-76.97989253,38.86725908
robbery,-76.98647682,38.84240578
assault w/dangerous weapon,-76.94366466,38.88167868
robbery,-76.93448429,38.88852027
robbery,-77.00281298,38.90251058
assault w/dangerous weapon,-77.00175036,38.82162403
robbery,-76.91846435,38.8971402
assault w/dangerous weapon,-76.95179813,38.88662793
assault w/dangerous weapon,-76.99288236,38.83203761
robbery,-76.97507699,38.89730113
robbery,-76.94927928,38.86288973
robbery,-76.99243507,38.92296831
assault w/dangerous weapon,-77.02861293,38.92863128
assault w/dangerous weapon,-77.0125875,38.82738878
homicide,-76.99723535,38.84528923
assault w/dangerous weapon,-77.03111509,38.92757667
assault w/dangerous weapon,-77.02243614,38.90722884
assault w/dangerous weapon,-76.98728328,38.84164015
assault w/dangerous weapon,-76.95174774,38.8929698
homicide,-76.94872504,38.86452902
robbery,-77.02850025,38.93526142
assault w/dangerous weapon,-77.03273384,38.9366656
assault w/dangerous weapon,-76.98695693,38.92563428
assault w/dangerous weapon,-77.01990097,38.91185958
homicide,-76.98173601,38.86798006
homicide,-76.98354704,38.9096801
robbery,-77.0229463,38.91613799
assault w/dangerous weapon,-76.93600813,38.91159152
assault w/dangerous weapon,-76.97219504,38.86776198
homicide,-76.98707324,38.85654909
assault w/dangerous weapon,-77.02655704,38.98238408
assault w/dangerous weapon,-76.93790857,38.90066542
assault w/dangerous weapon,-76.99267219,38.85990972
homicide,-76.9736268,38.85987994
robbery,-76.99206104,38.86435984
robbery,-77.02742869,38.96807881
sex abuse,-76.99015401,38.906609
assault w/dangerous weapon,-77.03078809,38.91810901
sex abuse,-76.9913165,38.92277905
robbery,-76.9855119,38.8860244
assault w/dangerous weapon,-77.01894264,38.90683309
assault w/dangerous weapon,-77.00175036,38.82162403
assault w/dangerous weapon,-76.97432462,38.87379809
robbery,-76.99850285,38.82778583
assault w/dangerous weapon,-76.9792528,38.84816111
robbery,-77.02557828,38.92439807
assault w/dangerous weapon,-77.04168103,38.91132235
robbery,-76.93516409,38.90148369
assault w/dangerous weapon,-76.96512781,38.92235979
robbery,-77.04474481,38.92459049
robbery,-76.9575166,38.88401772
assault w/dangerous weapon,-76.97369116,38.90408412
assault w/dangerous weapon,-77.00057583,38.82802906
homicide,-76.99930883,38.84582977
robbery,-76.97669969,38.90561617
assault w/dangerous weapon,-76.93776178,38.89713406
assault w/dangerous weapon,-77.02199057,38.92047118
robbery,-77.02557828,38.92439807
robbery,-77.02660499,38.95625116
robbery,-76.97780064,38.85030485
robbery,-77.00943151,38.91096006
robbery,-77.01501281,38.91473397
assault w/dangerous weapon,-76.92036991,38.89401561
robbery,-77.02256842,38.92448878
assault w/dangerous weapon,-76.97083453,38.89791271
assault w/dangerous weapon,-76.94889426,38.8856718
assault w/dangerous weapon,-76.96753479,38.92932391
assault w/dangerous weapon,-76.93754842,38.90383617
robbery,-76.99051795,38.85745927
homicide,-76.97327782,38.8995348
assault w/dangerous weapon,-76.92261195,38.88871119
robbery,-77.0334353,38.95674486
assault w/dangerous weapon,-77.03412338,38.92394548
assault w/dangerous weapon,-77.02115976,38.9574774
assault w/dangerous weapon,-77.06702597,38.95019944
assault w/dangerous weapon,-77.00733296,38.91005037
robbery,-77.01803641,38.97059393
robbery,-76.98843313,38.85417101
assault w/dangerous weapon,-76.98745752,38.83335239
robbery,-77.03535739,38.92410726
assault w/dangerous weapon,-76.97899407,38.90529231
robbery,-77.032735,38.93920594
assault w/dangerous weapon,-76.92562782,38.90364001
robbery,-77.01086066,38.90723049
robbery,-76.97113727,38.91894727
robbery,-77.04590185,38.91260896
assault w/dangerous weapon,-76.99319044,38.86225194
robbery,-77.08080525,38.93418299
robbery,-77.00326447,38.94344438
assault w/dangerous weapon,-76.95552118,38.88639519
robbery,-76.9115509,38.89456779
robbery,-77.0296999,38.96323182
robbery,-76.99592213,38.8456225
homicide,-76.97096482,38.86101437
robbery,-77.03156601,38.9562139
robbery,-77.03122328,38.93760288
robbery,-77.03156778,38.96021356
assault w/dangerous weapon,-76.94948171,38.90246366
assault w/dangerous weapon,-77.02503695,38.9591882
assault w/dangerous weapon,-76.95441196,38.89067374
assault w/dangerous weapon,-77.00170756,38.95779459
robbery,-76.98907305,38.888394
homicide,-77.00359309,38.82645253
robbery,-77.02849722,38.92768543
assault w/dangerous weapon,-77.03122375,38.93867487
robbery,-76.94139906,38.8897761
robbery,-77.03189927,38.97904069
robbery,-77.03078761,38.91699197
robbery,-77.01919226,38.93472282
robbery,-77.00004611,38.90251062
assault w/dangerous weapon,-77.03079853,38.91556866
assault w/dangerous weapon,-77.00681795,38.95009234
assault w/dangerous weapon,-76.99900936,38.84364972
homicide,-77.00057583,38.82802906
assault w/dangerous weapon,-76.95448444,38.88546692
robbery,-76.92953129,38.88514825
homicide,-77.01141996,38.8720257
assault w/dangerous weapon,-77.02534689,38.92229018
assault w/dangerous weapon,-77.01779271,38.91886841
assault w/dangerous weapon,-76.97901634,38.86878135
assault w/dangerous weapon,-76.96569165,38.85299544
robbery,-76.98261517,38.90127518
robbery,-77.02742869,38.96807881
homicide,-77.00482593,38.83514565
homicide,-77.00589728,38.83760491
homicide,-77.00589728,38.83760491
robbery,-76.9997581,38.84324435
robbery,-76.94880911,38.89188755
robbery,-77.01053334,38.95487545
robbery,-76.96739747,38.85130235
assault w/dangerous weapon,-77.01633992,38.91950821
robbery,-76.93426065,38.90606844
robbery,-76.97674934,38.89477012
robbery,-77.02963362,38.91483027
assault w/dangerous weapon,-76.99497184,38.9264997
robbery,-76.92983228,38.88380618
robbery,-77.02963362,38.91483027
robbery,-76.98786051,38.90175328
assault w/dangerous weapon,-76.97818608,38.87073602
homicide,-76.92903622,38.89620123
robbery,-76.97610747,38.84941268
robbery,-76.98077929,38.869151
assault w/dangerous weapon,-76.98475532,38.8667013
robbery,-76.99819149,38.84410914
robbery,-77.00681795,38.95009234
assault w/dangerous weapon,-76.97309604,38.86189771
robbery,-76.97623039,38.89543663
assault w/dangerous weapon,-76.99288236,38.83203761
robbery,-77.08031581,38.95020007
robbery,-76.98475532,38.8667013
robbery,-76.98733543,38.93723703
robbery,-76.96363814,38.92642209
assault w/dangerous weapon,-76.98786051,38.90175328
robbery,-77.00131397,38.88676398
robbery,-76.99085776,38.90302373
assault w/dangerous weapon,-76.94725336,38.89138239
robbery,-77.09555357,38.94031553
robbery,-77.02431029,38.92600183
robbery,-77.01067732,38.91481553
robbery,-77.0334259,38.96130305
robbery,-77.0082579,38.83246994
robbery,-76.95552118,38.88639519
robbery,-76.97988618,38.88979808
robbery,-76.93107219,38.8888336
robbery,-76.94139906,38.8897761
robbery,-76.96658094,38.8482933
assault w/dangerous weapon,-77.01142011,38.87295357
assault w/dangerous weapon,-77.03517132,38.92096341
robbery,-76.98141537,38.94879387
robbery,-76.98374473,38.85170214
sex abuse,-76.97639711,38.84446711
robbery,-77.0040336,38.87753032
robbery,-77.00807259,38.92523837
robbery,-76.94479135,38.90017341
assault w/dangerous weapon,-76.95277547,38.89021366
assault w/dangerous weapon,-76.92295332,38.90347613
robbery,-77.0069108,38.83685715
robbery,-76.9785243,38.85729553
robbery,-76.97511613,38.91728165
assault w/dangerous weapon,-76.9656225,38.92480119
robbery,-76.95179813,38.88662793
robbery,-76.98489643,38.90773448
robbery,-76.98928375,38.86693602
assault w/dangerous weapon,-76.93239685,38.88975323
robbery,-76.91228981,38.89362247
robbery,-76.95587688,38.87036038
assault w/dangerous weapon,-76.97699005,38.89898608
assault w/dangerous weapon,-77.00155511,38.84508206
assault w/dangerous weapon,-76.92418565,38.89380195
robbery,-76.98608418,38.90659958
homicide,-76.9809993,38.86510626
robbery,-76.99002171,38.86339578
robbery,-77.03992927,38.93333931
robbery,-76.99089256,38.90131215
robbery,-77.0184847,38.91930971
robbery,-76.99410228,38.84296494
assault w/dangerous weapon,-76.97096482,38.86101437
assault w/dangerous weapon,-77.02623313,38.9490086
robbery,-77.0069108,38.83685715
robbery,-77.0084058,38.91481571
assault w/dangerous weapon,-76.98973483,38.85519809
robbery,-77.00273011,38.84595586
homicide,-77.00842864,38.912969
assault w/dangerous weapon,-76.94880911,38.89188755
assault w/dangerous weapon,-76.96150649,38.85888565
homicide,-76.9986962,38.96110963
assault w/dangerous weapon,-76.97520165,38.90347188
sex abuse,-77.02255931,38.93213684
robbery,-76.99003656,38.83952343
robbery,-76.99682003,38.85945048
assault w/dangerous weapon,-76.99464446,38.83249714
assault w/dangerous weapon,-77.00839219,38.89719538
robbery,-76.93085816,38.89559876
homicide,-76.98987239,38.86002662
robbery,-76.99034527,38.85641428
robbery,-76.93886308,38.87648743
assault w/dangerous weapon,-77.01621285,38.91850831
robbery,-76.94045164,38.87865928
robbery,-76.97988618,38.88979808
robbery,-77.00473825,38.90251052
robbery,-77.01991209,38.91038222
assault w/dangerous weapon,-77.03260749,38.91260442
robbery,-77.00681795,38.95009234
robbery,-76.95345616,38.88925905
assault w/dangerous weapon,-77.04058,38.90133248
robbery,-76.94115013,38.88413673
assault w/dangerous weapon,-77.0157005,38.94828082
homicide,-76.99239894,38.82919992
robbery,-76.91641647,38.89367954
robbery,-76.93894442,38.87571275
robbery,-77.03961219,38.92313299
homicide,-76.96561184,38.85125679
assault w/dangerous weapon,-76.95448444,38.88546692
robbery,-76.97060265,38.84515944
assault w/dangerous weapon,-76.97266669,38.869816
robbery,-76.93448429,38.88852027
assault w/dangerous weapon,-77.01218041,38.87138603
assault w/dangerous weapon,-77.004722,38.83107383
robbery,-76.9326284,38.876475
assault w/dangerous weapon,-76.97735619,38.87137546
robbery,-76.99376136,38.9215811
assault w/dangerous weapon,-76.98241736,38.90871605
assault w/dangerous weapon,-76.98041458,38.89642833
assault w/dangerous weapon,-76.98774524,38.83458658
robbery,-76.97277962,38.84565544
assault w/dangerous weapon,-76.97222341,38.85407819
robbery,-76.96062873,38.88363145
assault w/dangerous weapon,-76.98769393,38.86496302
assault w/dangerous weapon,-76.97281525,38.8730951
robbery,-76.97317223,38.93507264
robbery,-77.00057592,38.83942476
assault w/dangerous weapon,-76.94905656,38.90049064
robbery,-77.00638801,38.91556353
assault w/dangerous weapon,-76.99952749,38.8779628
robbery,-76.99617247,38.90311411
robbery,-76.9673089,38.91892825
robbery,-76.92120931,38.88547624
robbery,-76.95034104,38.89353674
robbery,-76.9358257,38.90931231
assault w/dangerous weapon,-76.97074657,38.8593838
assault w/dangerous weapon,-76.99716323,38.92093264
homicide,-76.99307553,38.85904493
assault w/dangerous weapon,-76.98146368,38.89611321
assault w/dangerous weapon,-76.94947629,38.90246726
robbery,-76.989784,38.8336499
robbery,-76.96002233,38.87566782
assault w/dangerous weapon,-76.98397301,38.86117003
robbery,-76.99497384,38.89811443
assault w/dangerous weapon,-76.95128319,38.86428688
robbery,-77.02651803,38.90857023
robbery,-77.02703978,38.91628124
robbery,-77.01328324,38.91482427
assault w/dangerous weapon,-76.97903195,38.85487236
robbery,-77.02212737,38.95253168
assault w/dangerous weapon,-76.92373489,38.89492771
assault w/dangerous weapon,-77.00057659,38.92182449
robbery,-77.01518515,38.91186029
robbery,-76.97587201,38.86439365
assault w/dangerous weapon,-77.00208452,38.82869567
assault w/dangerous weapon,-77.0264986,38.98041129
robbery,-76.93239618,38.89046489
robbery,-76.93267042,38.88079004
assault w/dangerous weapon,-77.0121806,38.87249406
assault w/dangerous weapon,-76.93058045,38.90852559
robbery,-76.9739622,38.91956951
robbery,-76.989784,38.8336499
assault w/dangerous weapon,-76.9862421,38.92470635
assault w/dangerous weapon,-77.01060737,38.90963574
robbery,-77.04006921,38.91556584
robbery,-77.01568111,38.91259891
assault w/dangerous weapon,-77.0311032,38.9267389
homicide,-77.00130304,38.91949133
robbery,-76.93920501,38.89447735
robbery,-76.93868255,38.87200116
robbery,-77.01689542,38.8792768
assault w/dangerous weapon,-76.99710935,38.8277858
assault w/dangerous weapon,-76.97057574,38.85456424
robbery,-76.98373368,38.84961218
assault w/dangerous weapon,-76.98994148,38.86034192
robbery,-77.01654256,38.94801946
assault w/dangerous weapon,-76.97520165,38.90347188
robbery,-77.02031712,38.91558896
sex abuse,-76.97725866,38.88812204
robbery,-76.93080548,38.87859991
robbery,-76.99710935,38.8277858
assault w/dangerous weapon,-77.00057583,38.82802906
assault w/dangerous weapon,-76.9696798,38.84822208
assault w/dangerous weapon,-77.0229454,38.9133454
assault w/dangerous weapon,-76.9705258,38.91969481
assault w/dangerous weapon,-77.02598689,38.90643537
robbery,-76.98843313,38.85417101
robbery,-77.00054224,38.95420931
homicide,-76.97989207,38.86889861
